origin_country,destination_country,carrier,carrier_cost,weight_kg,volume_cbm,delivery_status,subsidy_eligibility,transit_time_days,response_score,signed_or_date,request_reference_n°,greenlight_date,dispatch_date,request_date
Kenya,DR Congo,Kuehne Nagel,0,17.83,16.33,Delivered,0,0,0.8,2025-01-24 12:15:00,SR_25-014_NBO hub_Tanzania,2025-01-24 11:30:00,2025-01-28 12:30:00,2025-01-24 05:15:00
Kenya,Mauritius,Freight In Time,0,1632.52,134.06,Delivered,0,0,0.8,2024-04-15 00:00:00,SR_24-017_NBI hub_Mauritius,2024-04-22 00:00:00,,2024-04-22 00:00:00
Kenya,Mauritius,Kuehne Nagel,0,20.5,7.53,Delivered,0,0,0.8,2025-10-02 08:51:00,SR_24-093_NBO hub_Rwanda,2024-04-23 00:00:00,,2024-04-23 00:00:00
Kenya,Sao Tome,Kuehne Nagel,0,1412.17,43.15,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-024_NBO hub_DR Congo,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Mauritius,KQ:Direct charter,0,1422.79,16.57,Delivered,0,0,0.8,2024-01-02 00:00:00,_RARE_,2024-02-02 00:00:00,,2024-04-02 00:00:00
Kenya,_RARE_,Siginon Logistics,0,1448.44,63.7,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-021_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Burundi,Kuehne Nagel,0,1860.23,10.16,Delivered,0,0,0.8,2024-09-25 00:00:00,_RARE_,2024-04-24 00:00:00,,2024-02-24 00:00:00
Kenya,Burundi,Scan Global,0,14387.21,56.84,Delivered,0,0,0.8,2024-04-15 00:00:00,SR_24-029_NBO hub_Madagascar,2024-06-05 00:00:00,,2024-06-05 00:00:00
Kenya,Sao Tome,KQ:Direct charter,0,192.15,63.16,Delivered,0,0,0.8,2024-01-25 00:00:00,SR_24-004_NBO hub_Zambia,2024-02-02 00:00:00,,2024-02-02 00:00:00
Kenya,Tanzania,Siginon Logistics,0,12724.39,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-03-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Uganda,KQ:Direct charter,0,5207.82,5.96,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Central Africa Republic,Kuehne Nagel,0,1806.25,6.46,Delivered,0,0,0.8,2024-08-16 00:00:00,SR_24-064_NBO hub_Central Africa Republic,2024-08-22 00:00:00,,2024-08-22 00:00:00
Kenya,Madagascar,Siginon Logistics,0,12.97,9.76,Delivered,0,0,0.8,2025-05-02 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Uganda,Siginon Logistics,0,1443.46,16.69,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-021_NBO hub_Uganda,2025-04-02 09:30:00,2025-04-02 10:30:00,2025-04-02 09:30:00
Kenya,_RARE_,Kuehne Nagel,0,2332.38,0.96,Delivered,0,0,0.8,2025-01-24 01:55:00,SR_25-018_NBO hub_Sierra Leone,2025-01-24 11:30:00,2025-01-24 12:00:00,2025-01-24 11:30:00
Kenya,Chad,Nonso,0,10189.1,0.32,Delivered,0,0,0.8,2024-08-19 00:00:00,SR_24-064_NBO hub_Central Africa Republic,2024-08-22 00:00:00,,2024-08-22 00:00:00
Kenya,Comoros,Siginon Logistics,0,1437.02,16.63,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-021_NBO hub_Uganda,2025-04-02 09:30:00,2025-04-02 10:30:00,2025-04-02 09:30:00
Kenya,DR Congo,Kuehne Nagel,0,10140.78,68.07,Delivered,0,0,0.8,2024-05-17 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Zambia,Freight In Time,0,87.3,59.77,Delivered,0,0,0.8,2024-01-25 00:00:00,SR_24-004_NBO hub_Zambia,2024-02-02 00:00:00,,2024-02-02 00:00:00
Kenya,Tanzania,Kuehne Nagel,0,2250.51,4.11,Delivered,0,0,0.8,2025-01-24 12:15:00,SR_25-014_NBO hub_Tanzania,2025-01-24 05:15:00,2025-01-28 12:30:00,2025-01-24 05:15:00
Kenya,DR Congo,Scan Global,0,2838.08,54.42,Delivered,0,0,0.8,2024-04-09 00:00:00,SR_24-029_NBO hub_Madagascar,2024-06-05 00:00:00,,2024-06-05 00:00:00
Kenya,DR Congo,Kuehne Nagel,0,729.01,16.57,Delivered,0,0,0.8,2025-01-24 01:15:00,SR_25-014_NBO hub_Tanzania,2025-01-24 05:15:00,2025-01-28 12:30:00,2025-01-24 05:15:00
Kenya,_RARE_,Kenya Airways,0,1439.5,16.49,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Rwanda,KQ:Direct charter,0,14255.54,62.06,Delivered,0,0,0.8,2024-01-25 00:00:00,SR_24-004_NBO hub_Zambia,2024-02-02 00:00:00,,2024-02-02 00:00:00
Kenya,Tanzania,Kuehne Nagel,0,1430.7,28.91,Delivered,0,0,0.8,2024-01-26 00:00:00,_RARE_,2024-05-28 00:00:00,,2024-05-28 00:00:00
Kenya,Uganda,Siginon Logistics,0,13165.12,17.06,Delivered,0,0,0.8,2025-05-02 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Zambia,Siginon Logistics,0,13999.48,16.57,Delivered,0,0,0.8,2025-05-02 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Zimbabwe,Kuehne Nagel,0,32293.55,6.43,Delivered,0,0,0.8,2024-08-16 00:00:00,SR_24-064_NBO hub_Central Africa Republic,2024-08-22 00:00:00,,2024-08-22 00:00:00
Kenya,Madagascar,Kuehne Nagel,0,2102.67,8.36,Delivered,0,0,0.8,2024-06-16 00:00:00,_RARE_,2024-08-14 00:00:00,,2024-08-14 00:00:00
Kenya,Zimbabwe,Kuehne Nagel,0,4940.91,16.49,Delivered,0,0,0.8,2024-03-24 00:00:00,_RARE_,2024-05-01 00:00:00,,2024-10-01 00:00:00
Kenya,DR Congo,Siginon Logistics,0,1500.84,65.62,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 09:30:00,2025-04-02 10:30:00,2025-04-02 09:30:00
Kenya,Rwanda,Freight In Time,0,19.2,10.32,Delivered,0,0,0.8,2024-10-16 00:00:00,SR_24-060_NBO hub_Chad,2024-07-22 00:00:00,,2024-07-22 00:00:00
Kenya,Sudan,Kuehne Nagel,0,268.65,19.23,Delivered,0,0,0.8,2024-07-09 00:00:00,SR_24-071_NBO hub_DR Congo,2024-07-22 00:00:00,,2024-07-22 00:00:00
Kenya,Zimbabwe,Kuehne Nagel,0,513.66,44.92,Delivered,0,0,0.8,2025-10-02 08:51:00,_RARE_,2025-03-02 01:05:00,2025-01-02 03:30:00,2025-03-02 01:30:00
Kenya,Sao Tome,Siginon Logistics,0,761.72,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Madagascar,_RARE_,0,10137.55,9.72,Delivered,0,0,0.8,2024-03-04 00:00:00,SR_24-027_NBO hub_Zambia,2024-02-08 00:00:00,,2024-04-23 00:00:00
Kenya,Mauritius,Siginon Logistics,0,1422.59,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Uganda,Siginon Logistics,0,1476.04,16.96,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-021_NBO hub_Uganda,2025-04-02 09:30:00,2025-04-02 10:30:00,2025-04-02 09:30:00
Kenya,Rwanda ,Freight In Time,0,7.47,7.58,Delivered,0,0,0.8,2024-09-28 00:00:00,SR_24-088_NBO hub_Rwanda,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,Sierra Leone,Kuehne Nagel,0,32.12,66.52,Delivered,0,0,0.8,2025-01-22 11:55:00,SR_25-013_ NBO hub_Tanzania,2025-01-31 11:30:00,2025-01-23 11:00:00,2025-01-24 11:30:00
Kenya,Ethiopia,Kuehne Nagel,0,1500.98,2.53,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-021_NBO hub_Uganda,2025-01-02 01:30:00,2025-01-02 02:00:00,2025-01-02 01:40:00
Kenya,Comoros,Siginon Logistics,0,1481.26,16.48,Delivered,0,0,0.8,2025-05-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:00:00,2025-03-02 01:30:00
Kenya,DR Congo,Kuehne Nagel,0,2463.37,132.76,Delivered,0,0,0.8,2024-04-09 00:00:00,SR_24-071_NBO hub_DR Congo,2024-05-09 00:00:00,,2024-05-09 00:00:00
Kenya,Comoros,Scan Global,0,9264.46,7.59,Delivered,0,0,0.8,2024-09-28 00:00:00,SR_24-088_NBO hub_Rwanda,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,DR Congo,Siginon Logistics,0,1417.21,73.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Cote d'lvoire,Kuehne Nagel,0,1536.83,46.15,Delivered,0,0,0.8,2025-01-24 11:05:00,SR_25-013_ NBO hub_Tanzania,2025-01-28 11:30:00,2025-01-24 12:00:00,2025-01-24 11:30:00
Kenya,Ethiopia,Siginon Logistics,0,13289.48,44.64,Delivered,0,0,0.8,2025-05-02 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Central Africa Republic,Kuehne Nagel,0,2849.61,3.97,Delivered,0,0,0.8,2024-07-16 00:00:00,SR_24-064_NBO hub_Central Africa Republic,2024-08-22 00:00:00,,2024-08-22 00:00:00
Kenya,Zambia,Kuehne Nagel,0,743.85,45.88,Delivered,0,0,0.8,2024-09-25 11:49:00,SR_24-088_NBO hub_Rwanda,2024-07-10 14:10:00,,2024-07-10 14:10:00
Kenya,Rwanda,Kuehne Nagel,0,11354.4,16.54,Delivered,0,0,0.8,2024-09-28 00:00:00,_RARE_,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,Comoros,Kuehne Nagel,0,752.77,16.56,Delivered,0,0,0.8,2024-09-27 00:00:00,_RARE_,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,_RARE_,Siginon Logistics,0,10.42,16.63,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-021_NBO hub_Uganda,2025-04-02 09:30:00,2025-04-02 10:30:00,2025-04-02 09:30:00
Kenya,Cote d'lvoire,Siginon Logistics,0,1419.36,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-03-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Uganda,Siginon Logistics,0,1421.63,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-03-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,DR Congo,Kuehne Nagel,0,4320.61,8.54,Delivered,0,0,0.8,2025-04-09 00:00:00,SR_24-071_NBO hub_DR Congo,2024-05-09 00:00:00,,2024-05-09 00:00:00
Kenya,Zambia,Freight In Time,0,1439.31,81.96,Delivered,0,0,0.8,2024-04-09 00:00:00,_RARE_,2024-04-16 00:00:00,,2024-04-14 00:00:00
Kenya,Rwanda,Siginon Logistics,0,1421.19,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Rwanda ,Freight In time,0,179.44,66.57,Delivered,0,0,0.8,2024-09-28 00:00:00,_RARE_,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,Ethiopia,Freight In Time,0,3383.45,5.35,Delivered,0,0,0.8,2024-06-21 00:00:00,_RARE_,2024-09-08 00:00:00,,2024-09-16 00:00:00
Kenya,Eritrea,Kuehne Nagel,0,2559.91,16.41,Delivered,0,0,0.8,2025-07-17 01:55:00,SR_25-008_NBO hub_DR Congo,2025-01-28 11:10:00,,2025-01-28 11:10:00
Kenya,Burundi,Freight In Time,0,31.95,0.24,Delivered,0,0,0.8,2024-09-25 00:00:00,_RARE_,2024-02-28 00:00:00,,2024-02-28 00:00:00
Kenya,DR Congo,Kuehne Nagel,0,999.84,19.15,Delivered,0,0,0.8,2024-06-26 00:00:00,SR_24-061_NBO hub_DR Congo,2024-08-22 00:00:00,,2024-08-22 00:00:00
Kenya,_RARE_,UNHAS ,0,325.54,0.32,Delivered,0,0,0.8,2024-04-09 07:31:00,SR_24-071_NBO hub_DR Congo,2024-05-09 00:00:00,,2024-05-09 00:00:00
Kenya,Zambia,Kuehne Nagel,0,36.25,43.46,Delivered,0,0,0.8,2024-05-10 17:21:00,_RARE_,2024-07-24 18:30:00,,2024-07-10 18:30:00
Kenya,Rwanda ,Siginon Logistics,0,1415.17,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,DR Congo,Kuehne Nagel,0,32.93,0.22,Delivered,0,0,0.8,2024-04-09 01:00:00,SR_24-071_NBO hub_DR Congo,2024-06-09 00:00:00,,2024-05-09 00:00:00
Kenya,Cote d'lvoire,Kuehne Nagel,0,11.81,0.22,Delivered,0,0,0.8,2025-01-30 12:31:00,SR_25-019_NBO hub_Uganda,2025-01-31 04:20:00,2025-01-02 02:00:00,2025-01-31 04:20:00
Kenya,Uganda,Siginon Logistics,0,1555.25,17.22,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Tanzania,Siginon Logistics,0,1416.63,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,Sao Tome,Siginon Logistics,0,1436.74,2.71,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-021_NBO hub_Uganda,2025-04-02 10:00:00,2025-04-02 10:30:00,2025-04-02 09:30:00
Kenya,Comoros,Siginon Logistics,0,9536.87,8.78,Delivered,0,0,0.8,2024-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Guinea,Kuehne Nagel,0,13781.62,0.12,Delivered,0,0,0.8,2024-07-15 00:00:00,SR_24-060_NBO hub_Chad,2024-07-24 00:00:00,,2024-07-24 00:00:00
Kenya,DR Congo,Kuehne Nagel,0,32.19,21.18,Delivered,0,0,0.8,2024-07-16 00:00:00,SR_24-065_NBO hub_Cote d'lvoire,2024-08-22 00:00:00,,2024-08-22 00:00:00
Kenya,Zambia,Kuehne Nagel,0,2242.96,43.68,Delivered,0,0,0.8,2024-07-04 00:00:00,_RARE_,2024-02-28 00:00:00,,2024-02-15 00:00:00
Kenya,Chad,Siginon Logistics,0,1446.91,17.22,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Zimbabwe,Freight In Time,0,1444.38,9.05,Delivered,0,0,0.8,2024-01-05 00:00:00,SR_25-010_ NBO hub_Tanzania,2024-02-24 00:00:00,,2024-02-22 00:00:00
Kenya,Guinea,Siginon Logistics,0,1413.38,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,DR Congo,Siginon Logistics,0,12789.51,124.17,Delivered,0,0,0.8,2025-05-02 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Uganda,Siginon Logistics,0,11624.67,17.03,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Rwanda,_RARE_,0,13650.98,45.91,Delivered,0,0,0.8,2024-01-25 00:00:00,SR_24-004_NBO hub_Zambia,2024-02-02 00:00:00,,2024-02-02 00:00:00
Kenya,Uganda,Siginon Logistics,0,1415.33,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,Rwanda ,Siginon Logistics,0,1443.78,17.23,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Central Africa Republic,Kuehne Nagel,0,1670.19,6.54,Delivered,0,0,0.8,2025-08-16 10:10:00,SR_24-064_NBO hub_Central Africa Republic,2024-08-22 00:00:00,,2024-08-22 00:00:00
Kenya,DR Congo,Siginon Logistics,0,1420.36,16.57,Delivered,0,0,0.8,2025-07-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,DR Congo,Kuehne Nagel,0,12807.2,65.91,Delivered,0,0,0.8,2025-05-17 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Sierra Leone,KQ:Direct charter,0,9494.82,16.48,Delivered,0,0,0.8,2024-02-02 00:00:00,_RARE_,2024-02-02 00:00:00,,2024-02-02 00:00:00
Kenya,Chad,Freight In Time,0,2863.04,9.77,Delivered,0,0,0.8,2024-07-19 00:00:00,SR_24-060_NBO hub_Chad,2024-07-22 00:00:00,,2024-07-22 00:00:00
Kenya,Comoros,Kuehne Nagel,0,1482.6,134.06,Delivered,0,0,0.8,2024-01-21 00:00:00,_RARE_,2024-03-02 00:00:00,,2024-03-02 00:00:00
Kenya,Cote d'lvoire,Kuehne Nagel,0,14593.41,93.5,Delivered,0,0,0.8,2024-08-09 00:00:00,SR_25-024_NBO hub_DR Congo,2024-05-09 00:00:00,,2024-05-09 00:00:00
Kenya,Rwanda ,Kuehne Nagel,0,721.22,7.53,Delivered,0,0,0.8,2024-09-28 00:00:00,SR_24-088_NBO hub_Rwanda,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,Central Africa Republic,KQ:Direct charter,0,14334.6,134.06,Delivered,0,0,0.8,2024-01-02 00:00:00,SR_24-005A_NBO hub_Zimbabwe,2024-02-02 00:00:00,,2024-02-02 00:00:00
Kenya,Chad,Kuehne Nagel,0,1427.64,42.89,Delivered,0,0,0.8,2024-07-27 11:21:00,SR_24-065_NBO hub_Cote d'lvoire,2024-07-10 18:30:00,,2024-07-10 18:30:00
Kenya,Uganda,Siginon Logistics,0,1416.74,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,Madagascar,Kuehne Nagel,0,7.47,16.57,Delivered,0,0,0.8,2024-07-15 00:00:00,SR_24-051_NBO hub_Madagascar,2024-07-24 00:00:00,,2024-07-24 00:00:00
Kenya,Uganda,Kuehne Nagel,0,1818.64,30.34,Delivered,0,0,0.8,2024-09-28 00:00:00,SR_24-088_NBO hub_Rwanda,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,Eritrea,KQ:Direct charter,0,1795.7,62.79,Delivered,0,0,0.8,2024-01-25 00:00:00,SR_24-004_NBO hub_Zambia,2024-02-02 00:00:00,,2024-02-02 00:00:00
