origin_country,destination_country,carrier,carrier_cost,weight_kg,volume_cbm,delivery_status,subsidy_eligibility,transit_time_days,response_score,signed_or_date,request_reference_n°,greenlight_date,dispatch_date,request_date
Kenya,Guinea,Siginon Logistics,0,1413.97,16.63,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,DR Congo,Kuehne Nagel,0,739.92,16.49,Delivered,0,0,0.8,2025-05-02 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Madagascar,UNHAS ,0,14410.28,16.57,Delivered,0,0,0.8,2025-03-15 11:21:00,SR_24-029_NBO hub_Madagascar,2024-06-05 00:00:00,,2024-06-05 00:00:00
Kenya,Rwanda ,UNHAS ,0,9672.45,3.3,Delivered,0,0,0.8,2024-09-28 00:00:00,_RARE_,2024-09-30 00:00:00,,2024-09-08 00:00:00
Kenya,Zimbabwe,Freight In time,0,33.38,16.55,Delivered,0,0,0.8,2025-02-02 00:00:00,SR_24-060_NBO hub_Chad,2024-03-03 00:00:00,,2024-11-23 00:00:00
Kenya,Burundi,Kuehne Nagel,0,206.13,7.54,Delivered,0,0,0.8,2024-03-07 00:00:00,_RARE_,2024-10-23 00:00:00,,2024-05-01 00:00:00
Kenya,Rwanda,Freight In time,0,776.74,134.06,Delivered,0,0,0.8,2024-01-25 00:00:00,_RARE_,2024-10-23 00:20:00,,2024-10-15 00:00:00
Kenya,Uganda,Kuehne Nagel,0,24.25,0.25,Delivered,0,0,0.8,2025-01-24 09:20:00,SR_25-008_NBO hub_DR Congo,2025-01-24 11:15:00,2025-01-02 02:00:00,2025-01-24 11:30:00
Kenya,Sao Tome,Kuehne Nagel,0,1416.53,16.63,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Tanzania,Kuehne Nagel,0,6979.67,0.27,Delivered,0,0,0.8,2024-06-30 00:21:00,SR_25-018_NBO hub_Sierra Leone,2024-03-01 16:10:00,2025-01-02 02:00:00,2024-10-16 16:10:00
Kenya,Uganda,Scan Global,0,1067.04,56.16,Delivered,0,0,0.8,2024-02-09 00:00:00,SR_24-029_NBO hub_Madagascar,2024-06-05 00:00:00,,2024-06-05 00:00:00
Kenya,Comoros,Nonso,0,10134.5,16.63,Delivered,0,0,0.8,2025-03-30 01:10:00,SR_25-008_NBO hub_DR Congo,2025-04-06 10:05:00,2025-01-02 02:30:00,2025-04-02 10:05:00
Kenya,Uganda,Freight In Time,0,31.33,3.3,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:00:00,2025-01-02 09:30:00,2025-04-02 10:00:00
Kenya,DR Congo,Kuehne Nagel,0,16820.48,1.16,Delivered,0,0,0.8,2025-07-15 00:00:00,SR_24-071_NBO hub_DR Congo,2025-05-09 00:00:00,,2024-05-09 00:00:00
Kenya,DR Congo,Kuehne Nagel,0,339.15,16.54,Delivered,0,0,0.8,2025-05-30 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Zambia,Kuehne Nagel,0,48092.0,2.15,Delivered,0,0,0.8,2024-10-19 00:00:00,_RARE_,2024-07-10 00:00:00,,2024-07-15 00:00:00
Kenya,_RARE_,UNHAS ,0,451.32,6.44,Delivered,0,0,0.8,2025-01-24 12:15:00,SR_25-025_NBO hub_Eritrea,2025-01-02 01:30:00,2025-01-24 12:00:00,2025-01-24 11:30:00
Kenya,Uganda,Kuehne Nagel,0,48092.0,16.49,Delivered,0,0,0.8,2024-05-07 12:16:00,_RARE_,2024-07-24 00:00:00,,2024-07-24 00:00:00
Kenya,Burundi,Kuehne Nagel,0,9510.29,7.72,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_24-005A_NBO hub_Zimbabwe,2025-01-02 01:50:00,2025-01-02 12:00:00,2025-01-02 01:40:00
Kenya,Rwanda ,Scan Global,0,334.12,14.5,Delivered,0,0,0.8,2024-04-09 00:00:00,SR_24-071_NBO hub_DR Congo,2024-06-08 00:00:00,,2024-06-09 00:00:00
Kenya,Comoros,Siginon Logistics,0,1423.57,16.58,Delivered,0,0,0.8,2025-01-22 10:10:00,SR_25-022_NBO hub_Uganda,2025-04-22 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,Comoros,Freight in time,0,6756.65,16.61,Delivered,0,0,0.8,2025-09-02 09:31:00,SR_25-023_NBO hub_Uganda,2025-03-02 01:00:00,2025-01-02 09:30:00,2025-03-02 01:00:00
Kenya,Rwanda ,Freight In time,0,10052.41,46.32,Delivered,0,0,0.8,2024-01-25 00:00:00,SR_24-088_NBO hub_Rwanda,2024-07-24 00:00:00,,2024-07-23 00:00:00
Kenya,DR Congo,Kuehne Nagel,0,2277.53,23.46,Delivered,0,0,0.8,2025-01-24 12:30:00,SR_25-013_ NBO hub_Tanzania,2025-01-24 11:30:00,2025-01-28 12:00:00,2025-01-24 11:30:00
Kenya,Uganda,Siginon Logistics,0,1420.69,16.58,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-03-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Madagascar,Siginon Logistics,0,1431.66,16.58,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-04-02 10:00:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Zimbabwe,KQ:Direct charter,0,9460.4,119.89,Delivered,0,0,0.8,2024-05-02 00:00:00,SR_24-001_NBO hub_Zimbabwe,2024-05-02 00:00:00,,2024-11-02 00:00:00
Kenya,Ethiopia,Nonso,0,29415.24,6.33,Delivered,0,0,0.8,2024-01-02 09:20:00,_RARE_,2025-03-02 01:00:00,2025-01-02 02:00:00,2025-03-02 01:30:00
Kenya,Chad,Kuehne Nagel,0,23.24,44.08,Delivered,0,0,0.8,2024-02-02 00:00:00,SR_25-024_NBO hub_DR Congo,2024-07-22 00:00:00,,2024-07-22 00:00:00
Kenya,DR Congo,Freight In Time,0,9663.87,7.6,Delivered,0,0,0.8,2024-09-05 00:00:00,SR_24-048_NBO hub_Ethiopia,2024-09-08 00:00:00,,2024-09-08 00:00:00
Kenya,Madagascar,Freight in time,0,356.54,125.68,Delivered,0,0,0.8,2024-09-26 00:00:00,SR_24-065_NBO hub_Cote d'lvoire,2024-03-01 16:10:00,,2024-03-14 03:10:00
Kenya,Uganda,Freight In time,0,1537.26,9.77,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,DR Congo,Kuehne Nagel,0,9468.63,72.11,Delivered,0,0,0.8,2025-05-24 12:16:00,SR_24-071_NBO hub_DR Congo,2025-07-23 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,_RARE_,Scan Global,0,3894.16,70.67,Delivered,0,0,0.8,2024-05-02 00:00:00,_RARE_,2024-07-02 00:00:00,,2024-08-28 00:00:00
Kenya,Sudan,Kuehne Nagel,0,9075.67,16.52,Delivered,0,0,0.8,2025-01-30 09:20:00,SR_25-018_NBO hub_Sierra Leone,2025-01-28 04:22:00,2025-11-02 09:45:00,2025-01-31 04:22:00
Kenya,Uganda,Siginon Logistics,0,1412.01,16.61,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-021_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Zimbabwe,KQ:Direct charter,0,28420.92,6.56,Delivered,0,0,0.8,2024-01-28 00:00:00,SR_24-035_NBO hub_Comoros,2024-02-02 00:00:00,,2024-02-05 00:00:00
Kenya,Madagascar,Kuehne Nagel,0,783.32,3.29,Delivered,0,0,0.8,2024-09-30 00:00:00,SR_24-088_NBO hub_Rwanda,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,Sao Tome,Siginon Logistics,0,2276.45,37.53,Delivered,0,0,0.8,2024-04-15 00:00:00,SR_24-031_NBO hub_Zimbabwe,2024-03-23 00:00:00,,2024-03-08 00:00:00
Kenya,_RARE_,Kuehne Nagel,0,3248.44,0.15,Delivered,0,0,0.8,2025-01-30 00:00:00,SR_25-024_NBO hub_DR Congo,2025-01-22 11:20:00,2025-01-02 02:00:00,2025-01-24 11:40:00
Kenya,Tanzania,Siginon Logistics,0,1445.9,16.71,Delivered,0,0,0.8,2025-01-01 03:15:00,SR_25-010_ NBO hub_Tanzania,2025-01-24 11:10:00,2025-01-24 12:00:00,2025-01-24 11:30:00
Kenya,DR Congo,Kuehne Nagel,0,2601.67,17.47,Delivered,0,0,0.8,2025-06-09 10:21:00,SR_24-064_NBO hub_Central Africa Republic,2025-07-28 00:00:00,,2024-07-24 00:00:00
Kenya,Sao Tome,Siginon Logistics,0,1512.17,16.62,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Zambia,Scan Global,0,677.15,13.28,Delivered,0,0,0.8,2024-09-28 00:00:00,SR_24-060_NBO hub_Chad,2024-09-22 00:00:00,,2024-09-30 00:00:00
Kenya,Eritrea,Kuehne Nagel,0,12.55,45.12,Delivered,0,0,0.8,2025-01-02 09:20:00,_RARE_,2025-01-02 01:40:00,2025-01-02 02:00:00,2025-01-02 11:40:00
Kenya,Uganda,_RARE_,0,10187.18,58.25,Delivered,0,0,0.8,2025-06-02 09:20:00,SR_25-024_NBO hub_DR Congo,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Guinea,Kuehne Nagel,0,8450.48,0.24,Delivered,0,0,0.8,2024-06-04 00:00:00,SR_24-048_NBO hub_Ethiopia,2024-09-24 00:00:00,,2024-09-16 00:00:00
Kenya,_RARE_,Siginon Logistics,0,9559.6,17.11,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-01-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Zambia,Kuehne Nagel,0,12.35,16.54,Delivered,0,0,0.8,2024-01-30 00:00:00,_RARE_,2024-02-05 00:00:00,,2024-02-15 00:00:00
Kenya,Sudan,Siginon Logistics,0,10158.48,68.32,Delivered,0,0,0.8,2025-01-17 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Comoros,_RARE_,0,1446.22,7.59,Delivered,0,0,0.8,2024-08-16 00:00:00,SR_24-088_NBO hub_Rwanda,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,Zimbabwe,KQ:Direct charter,0,1413.86,44.09,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-021_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,_RARE_,Kenya Airways,0,635.07,7.91,Delivered,0,0,0.8,2025-05-30 12:00:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Ethiopia,KQ:Direct charter,0,1618.62,7.14,Delivered,0,0,0.8,2025-05-02 12:16:00,_RARE_,2024-05-02 00:00:00,,2024-06-02 00:00:00
Kenya,Comoros,Kuehne Nagel,0,21.64,10.2,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_24-027_NBO hub_Zambia,2025-01-02 10:10:00,2025-01-02 09:30:00,2025-01-02 01:10:00
Kenya,Sudan,Freight In Time,0,130.59,6.41,Delivered,0,0,0.8,2024-05-02 00:00:00,SR_24-048_NBO hub_Ethiopia,2024-05-07 00:00:00,,2024-05-09 00:00:00
Kenya,Uganda,Siginon Logistics,0,1492.68,16.49,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Tanzania,Kuehne Nagel,0,479.44,2.1,Delivered,0,0,0.8,2024-04-09 11:00:00,_RARE_,2024-06-09 00:00:00,,2024-06-09 00:00:00
Kenya,Uganda,Kuehne Nagel,0,756.34,17.02,Delivered,0,0,0.8,2024-10-28 00:00:00,_RARE_,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,Rwanda,Siginon Logistics,0,1428.35,16.91,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,DR Congo,KQ:Direct charter,0,12937.41,0.21,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-014_NBO hub_Tanzania,2025-01-02 01:40:00,2025-01-02 02:00:00,2025-01-02 01:40:00
Kenya,Mauritius,Siginon Logistics,0,1423.63,65.38,Delivered,0,0,0.8,2025-02-02 08:51:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Rwanda,DHL Express,0,1444.66,8.02,Delivered,0,0,0.8,2025-05-17 12:16:00,_RARE_,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Ethiopia,KQ:Direct charter,0,14288.97,41.6,Delivered,0,0,0.8,2024-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Uganda,Kuehne Nagel,0,1838.68,37.47,Delivered,0,0,0.8,2025-01-24 01:10:00,SR_25-013_ NBO hub_Tanzania,2025-01-31 04:20:00,2025-01-02 02:00:00,2025-01-31 04:20:00
Kenya,Comoros,DHL Express,0,12250.49,42.21,Delivered,0,0,0.8,2024-01-24 00:00:00,SR_24-088_NBO hub_Rwanda,2024-09-22 00:00:00,,2024-09-30 00:00:00
Kenya,Eritrea,Kenya Airways,0,1437.51,61.97,Delivered,0,0,0.8,2024-08-01 00:00:00,_RARE_,2024-06-08 00:00:00,,2024-02-03 00:00:00
Kenya,Rwanda ,Freight in time,0,1439.7,87.97,Delivered,0,0,0.8,2024-06-19 09:31:00,_RARE_,2024-03-10 15:40:00,,2024-03-10 15:40:00
Kenya,Cote d'lvoire,KQ:Direct charter,0,60.24,45.46,Delivered,0,0,0.8,2025-01-24 00:00:00,_RARE_,2025-02-02 00:00:00,,2024-02-02 00:00:00
Kenya,Uganda,Freight In time,0,1485.12,16.57,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-023_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,Sierra Leone,DHL Express,0,30889.12,10.1,Delivered,0,0,0.8,2025-01-02 01:20:00,SR_24-088_NBO hub_Rwanda,2025-01-01 04:10:00,2025-11-02 02:00:00,2025-01-31 04:22:00
Kenya,Ethiopia,Siginon Logistics,0,1434.63,16.91,Delivered,0,0,0.8,2025-05-02 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,_RARE_,Kuehne Nagel,0,12035.5,16.33,Delivered,0,0,0.8,2024-05-02 00:00:00,SR_25-013_ NBO hub_Tanzania,2024-03-02 01:30:00,,2024-09-02 00:00:00
Kenya,Uganda,Kuehne Nagel,0,22.57,41.14,Delivered,0,0,0.8,2025-09-17 09:20:00,SR_24-086_NBO hub_Comoros,2024-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Burundi,Freight In time,0,682.81,17.03,Delivered,0,0,0.8,2024-05-28 00:00:00,_RARE_,2024-09-10 00:00:00,,2024-09-30 00:00:00
Kenya,Burundi,Scan Global,0,349.87,9.73,Delivered,0,0,0.8,2025-04-09 00:00:00,SR_24-071_NBO hub_DR Congo,2024-05-09 00:00:00,,2024-05-09 00:00:00
Kenya,Guinea,Kuehne Nagel,0,1416.47,16.62,Delivered,0,0,0.8,2024-01-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,Comoros,Siginon Logistics,0,1427.64,16.49,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-019_NBO hub_Uganda,2025-04-02 01:00:00,2025-01-02 02:00:00,2025-01-02 01:40:00
Kenya,Rwanda,Kuehne Nagel,0,1443.85,6.44,Delivered,0,0,0.8,2025-08-27 09:31:00,SR_25-010_ NBO hub_Tanzania,2024-07-23 16:30:00,2025-01-24 12:00:00,2025-07-24 11:30:00
Kenya,Chad,Kuehne Nagel,0,1655.14,1.18,Delivered,0,0,0.8,2025-04-09 09:20:00,SR_25-010_ NBO hub_Tanzania,2025-01-22 05:10:00,2025-01-23 11:50:00,2025-01-22 05:10:00
Kenya,Rwanda,Freight In time,0,3636.88,7.62,Delivered,0,0,0.8,2024-08-19 00:00:00,SR_24-017_NBI hub_Mauritius,2024-09-30 00:00:00,,2024-09-30 00:00:00
Kenya,Tanzania,Siginon Logistics,0,405.3,11.57,Delivered,0,0,0.8,2025-01-17 12:20:00,SR_25-024_NBO hub_DR Congo,2025-01-02 10:00:00,2025-01-02 02:00:00,2025-01-02 01:40:00
Kenya,DR Congo,Kuehne Nagel,0,9000.27,69.69,Delivered,0,0,0.8,2024-04-09 00:00:00,SR_24-071_NBO hub_DR Congo,2024-05-09 00:00:00,,2024-05-09 00:00:00
Kenya,Madagascar,Kuehne Nagel,0,31.55,11.0,Delivered,0,0,0.8,2024-02-16 00:00:00,SR_24-027_NBO hub_Zambia,2024-07-08 00:00:00,,2024-09-08 00:00:00
Kenya,Uganda,Kuehne Nagel,0,1443.94,0.09,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 09:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,DR Congo,Kuehne Nagel,0,2741.48,16.52,Delivered,0,0,0.8,2025-03-07 10:54:00,SR_25-010_ NBO hub_Tanzania,2025-01-22 05:10:00,2025-01-23 11:50:00,2025-01-22 05:10:00
Kenya,Guinea,Kuehne Nagel,0,34.52,71.02,Delivered,0,0,0.8,2025-01-22 12:20:00,SR_24-071_NBO hub_DR Congo,2025-07-09 10:00:00,2025-01-02 02:00:00,2025-04-02 09:30:00
Kenya,Madagascar,Kuehne Nagel,0,748.24,70.73,Delivered,0,0,0.8,2024-08-07 00:00:00,_RARE_,2024-08-09 00:00:00,,2024-08-23 00:00:00
Kenya,Rwanda,Freight In time,0,1476.46,17.16,Delivered,0,0,0.8,2024-05-10 17:21:00,_RARE_,2024-07-10 18:30:00,,2024-07-10 18:30:00
Kenya,Zimbabwe,UNHAS ,0,70.93,60.26,Delivered,0,0,0.8,2024-04-09 00:00:00,SR_24-071_NBO hub_DR Congo,2024-08-09 00:00:00,,2024-05-09 00:00:00
Kenya,Burundi,Kenya Airways,0,2660.07,10.01,Delivered,0,0,0.8,2024-08-16 00:00:00,SR_24-064_NBO hub_Central Africa Republic,2024-08-22 00:00:00,,2024-08-22 00:00:00
Kenya,Burundi,Siginon Logistics,0,12207.49,134.06,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-022_NBO hub_Uganda,2025-03-02 01:40:00,2025-01-02 02:00:00,2025-01-02 01:40:00
Kenya,_RARE_,Freight in time,0,2594.29,71.31,Delivered,0,0,0.8,2025-01-24 10:10:00,_RARE_,2025-01-31 04:22:00,2025-01-24 12:00:00,2025-01-24 11:30:00
Kenya,_RARE_,Kuehne Nagel,0,391.74,67.64,Delivered,0,0,0.8,2025-01-22 03:10:00,SR_25-014_NBO hub_Tanzania,2025-01-24 11:15:00,2025-01-24 12:30:00,2025-01-24 05:15:00
Kenya,Burundi,Siginon Logistics,0,1432.7,46.08,Delivered,0,0,0.8,2024-07-19 00:00:00,SR_24-071_NBO hub_DR Congo,2024-07-24 00:00:00,,2024-07-24 00:00:00
Kenya,Uganda,Kuehne Nagel,0,30.96,16.48,Delivered,0,0,0.8,2025-05-24 12:15:00,_RARE_,2025-07-02 14:00:00,2025-01-02 02:00:00,2025-01-02 01:30:00
Kenya,Madagascar,Freight In time,0,1779.84,68.98,Delivered,0,0,0.8,2024-01-25 00:00:00,SR_24-004_NBO hub_Zambia,2024-02-02 00:00:00,,2024-02-02 00:00:00
Kenya,Mauritius,Scan Global,0,1621.64,0.28,Delivered,0,0,0.8,2024-10-05 00:00:00,SR_24-005A_NBO hub_Zimbabwe,2024-02-05 00:00:00,,2024-02-02 00:00:00
Kenya,Comoros,Freight in time,0,1545.07,17.03,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,DR Congo,Siginon Logistics,0,1415.06,72.72,Delivered,0,0,0.8,2025-05-02 12:16:00,SR_25-024_NBO hub_DR Congo,2025-07-02 14:00:00,2025-02-20 12:00:00,2025-07-02 14:00:00
Kenya,Eritrea,Siginon Logistics,0,1495.52,16.96,Delivered,0,0,0.8,2025-03-02 01:51:00,SR_24-035_NBO hub_Comoros,2025-04-02 10:05:00,2025-05-02 09:30:00,2025-04-02 10:05:00
Kenya,Eritrea,Siginon Logistics,0,674.59,16.9,Delivered,0,0,0.8,2025-08-02 09:20:00,SR_25-024_NBO hub_DR Congo,2025-03-02 01:00:00,2025-03-02 03:00:00,2025-03-02 01:40:00
Kenya,Central Africa Republic,DHL Express,0,396.08,10.09,Delivered,0,0,0.8,2025-01-24 11:05:00,SR_25-010_ NBO hub_Tanzania,2025-01-24 03:30:00,2025-01-02 11:50:00,2025-01-24 11:10:00
Kenya,Uganda,Siginon Logistics,0,1515.64,17.17,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-020_NBO hub_Uganda,2025-03-02 01:30:00,2025-03-02 03:30:00,2025-03-02 01:30:00
Kenya,Sierra Leone,Scan Global,0,3283.24,16.54,Delivered,0,0,0.8,2024-03-24 00:00:00,SR_24-064_NBO hub_Central Africa Republic,2024-09-22 00:00:00,,2024-09-22 00:00:00
Kenya,Sudan,Scan Global,0,14298.76,56.77,Delivered,0,0,0.8,2025-04-15 00:00:00,SR_24-029_NBO hub_Madagascar,2024-06-05 00:00:00,,2024-06-05 00:00:00
Kenya,Rwanda ,KQ:Direct charter,0,48092.0,17.04,Delivered,0,0,0.8,2024-06-28 00:00:00,SR_24-060_NBO hub_Chad,2024-09-08 00:00:00,,2024-09-30 00:00:00
Kenya,Comoros,Kuehne Nagel,0,1497.28,16.61,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-019_NBO hub_Uganda,2025-03-02 01:30:00,2025-01-02 02:00:00,2025-03-02 01:40:00
Kenya,Zambia,Kuehne Nagel,0,4682.95,7.61,Delivered,0,0,0.8,2024-04-09 00:00:00,_RARE_,2024-05-09 00:00:00,,2024-05-09 00:00:00
Kenya,DR Congo,Kuehne Nagel,0,2422.71,69.25,Delivered,0,0,0.8,2025-01-24 12:15:00,SR_24-027_NBO hub_Zambia,2025-01-24 11:30:00,2025-01-03 12:00:00,2025-01-24 11:30:00
Kenya,Eritrea,Nonso,0,10167.36,134.06,Delivered,0,0,0.8,2024-10-19 00:00:00,_RARE_,2024-10-22 00:00:00,,2024-03-22 00:00:00
Kenya,Madagascar,Freight In Time,0,3138.3,16.05,Delivered,0,0,0.8,2024-01-02 00:00:00,SR_24-060_NBO hub_Chad,2024-02-28 00:00:00,,2024-02-28 00:00:00
Kenya,Ethiopia,Siginon Logistics,0,1413.05,16.62,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-019_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
Kenya,DR Congo,Kuehne Nagel,0,2201.91,6.07,Delivered,0,0,0.8,2025-05-30 12:16:00,SR_25-008_NBO hub_DR Congo,2025-04-28 11:10:00,2025-02-20 12:00:00,2025-07-28 11:00:00
Kenya,Zimbabwe,KQ:Direct charter,0,718.64,7.54,Delivered,0,0,0.8,2024-01-25 00:00:00,SR_24-005A_NBO hub_Zimbabwe,2024-02-02 00:00:00,,2024-02-02 00:00:00
Kenya,Madagascar,Scan Global,0,10177.17,59.16,Delivered,0,0,0.8,2024-04-15 00:00:00,SR_24-031_NBO hub_Zimbabwe,2024-06-05 00:00:00,,2024-06-05 00:00:00
Kenya,Chad,UNHAS ,0,1429.7,52.29,Delivered,0,0,0.8,2024-04-15 00:00:00,SR_24-031_NBO hub_Zimbabwe,2024-06-05 00:00:00,,2024-06-05 00:00:00
Kenya,Uganda,Siginon Logistics,0,1421.61,16.63,Delivered,0,0,0.8,2025-01-02 09:20:00,SR_25-019_NBO hub_Uganda,2025-04-02 10:00:00,2025-05-02 09:30:00,2025-04-02 10:00:00
